LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
530263,Erie,CLARENCE/AMHERST,TRANSIT RD,N FRENCH RD,WOLCOTT RD,BETWEEN,2-WAY,1984,8500,,,"(43.0445623462239, -78.6969164013863)"
530543,Erie,Buffalo,NIAGARA THRUWAY,I-90 (M53),OGDEN ST (N1),BETWEEN,2-WAY,2001,42600,,,"(42.87609, -78.795834)"
530476,Erie,Eden,GOWANDA RD,CR 32 EDEN  CENTER,START OLAP RT 75 SISSON HWY,BETWEEN,2-WAY,1982,5300,,,"(42.676504, -78.874605)"
530099,Erie,Buffalo,SCAJAQUADA EXPWY,RT 5 MAIN ST,RT 33 KENSINGTON EXPWY,BETWEEN,2-WAY,2001,68000,,,"(42.925194, -78.846409)"
536498,Erie,Amherst,MAPLE RD,SWEET HOME RD,RT 263 MILLERSPORT HWY,,2-WAY,1976,18500,,,"(42.9911662545428, -78.794846534729)"
530322,Erie,Amherst,YOUNGMANN EXPWY,I-990,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,1996,101700,,,"(42.991998, -78.800983)"
534912,Erie,Buffalo,WINSPEAR AVE,RT 5 MAIN ST,PARKRIDGE AV,,2-WAY,2010,7303,7065,237,"(42.9504074803135, -78.8238143920898)"
544065,Niagara,Pendleton,FEIGLE RD,RT 270 CAMPBELL BLVD,BEAR RIDGE RD,BETWEEN,2-WAY,1988,1100,,,"(43.1125853937852, -78.7580144405365)"
530182,Erie,Cheektowaga,HARLEM RD,RT 33 KENSINGTON EXPWY,CLEVELAND DR,BETWEEN,2-WAY,1995,17800,,,"(42.939915, -78.784096)"
533273,Erie,Hamburg,NY 179 Milestrip Expwy  / Milestrip Rd,,,,RAMP,2014,922,,,"(42.7898285323447, -78.8390627503395)"
534885,Erie,Amherst,WEHRLE DR,AMHERST TL (HIRSCHFIELD DR),YOUNGS RD,,2-WAY,2015,15276,15024,251,"(42.95668, -78.727365)"
534799,Erie,Grand Island,STALEY RD,STONY POINT RD,E RIVER PKWY,,2-WAY,1996,2000,,,"(43.0073656998723, -78.9319878816605)"
546019,Niagara,Somerset,HARTLAND RD,NY 18,LOWER LAKE RD,,2-WAY,2017,392,313,78,"(43.3534949503203, -78.5752405889549)"
534275,Erie,Hamburg,ELECTRIC AVE,PEARL AV,LACKAWANA S CITY LN,,2-WAY,2011,2218,2100,117,"(42.804207556332, -78.8288247585297)"
536414,Erie,Buffalo,OHIO ST,FUHRMANN BLVD,LOUISIANA ST,BETWEEN,2-WAY,2000,7200,,,"(42.8603061208342, -78.8676336407662)"
534339,Erie,West Seneca,FISHER RD,LACKAWANNA CITY LN,LANGNER RD,BETWEEN,2-WAY,2015,5263,5196,66,"(42.8187858835357, -78.7875294685364)"
536101,Erie,Lackawanna,WOOD ST,ROLAND AVE,WARSAW ST,,2-WAY,2008,350,,,"(42.81295, -78.831326)"
545408,Niagara,Lewiston,Power Auth Service Dr,Hyde Park Blvd,Campus Dr,BETWEEN,2-WAY,2015,1934,1868,65,"(43.132386, -79.03862)"
530025,Erie,Buffalo,MAIN ST,KENMORE AV,RT 62 BAILEY AV,BETWEEN,2-WAY,1999,27400,,,"(42.958488, -78.816347)"
546009,Niagara,Lockport,OLD BEATTIE RD,BARTZ RD,RAPIDS RD,,2-WAY,2017,1479,1438,40,"(43.11084, -78.68048)"
534844,Erie,Buffalo,UTICA ST (EAST),RT 5 MAIN ST,MICHIGAN AV,,2-WAY,1983,5500,,,"(42.9112247298248, -78.863650560379)"
530241,Erie,Buffalo,MAIN ST,HERTEL AV,NF BLVD,BETWEEN,2-WAY,1990,30500,,,"(42.951066, -78.826001)"
530124,Erie,Buffalo,SCAJAQUADA EXPWY,RT 384 DELAWARE AV,PARKSIDE AVE,BETWEEN,2-WAY,2011,48897,,,"(42.933239, -78.858662)"
535343,Erie,Buffalo,Midvale Ave,Collingwood Ave,Kensington Ave,,2-WAY,2014,426,,,"(42.935654, -78.817307)"
530052,Erie,West Seneca,SENECA ST,RT 240 HARLEM RD,BUFFALO CITY LN,BETWEEN,2-WAY,2014,14014,,,"(42.8441761157623, -78.7932586669922)"
530573,Erie,Amherst,UNION RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,2-WAY,2015,13203,12830,372,"(42.955329, -78.75481)"
531205,Erie,Amherst,N FOREST RD,CATHERINE ST,MAPLE RD,,2-WAY,1999,15900,,,"(42.9859070882495, -78.763240724802)"
536239,Erie,Hamburg,MCKINLEY PKWY,SOWLES/BAYVIEW RDS,RT 20 SOUTHWESTERN BLVD,,2-WAY,2019,11443,11116,326,"(42.761905, -78.811742)"
540113,Niagara,Niagara Falls,WHIRLPOOL BRIDGE,USA,CANADA,,2-WAY,1986,3960,3746,214,"(43.1092315021741, -79.0581963558197)"
541203,Niagara,Wilson,YOUNG ST,RT 425 LAKE ST,WILSON-BURT RD,BETWEEN,2-WAY,2015,1791,1722,68,"(43.309537, -78.818294)"
534009,Erie,Buffalo,ABBOTT RD,BUFFALO CITY LN,POTTERS RD,,2-WAY,1982,11300,,,"(42.844998, -78.809646)"
534848,Erie,Buffalo,UTICA ST (EAST),HUMBOLDT PKWY NB,FILLMORE AV,,2-WAY,1977,7700,,,"(42.910963, -78.841286)"
530278,Erie,Orchard Park,CHESTNUT RIDGE,GARTMAN RD,CHESTNUT RIDGE PARK ENT,BETWEEN,2-WAY,1990,3100,,,"(42.7138079076495, -78.7471997737885)"
544307,Niagara,Porter,BLAIRVILLE RD,ROBERT MOSES PKWY,RT 18 CREEK RD,,2-WAY,2014,1402,1337,64,"(43.2382477844557, -79.0229791402817)"
530133,Erie,Buffalo,SOUTH PARK AVE,SOUTHSIDE PKWY,ABBOTT RD,BETWEEN,2-WAY,2014,5625,,,"(42.853316, -78.826415)"
540006,Niagara,Lewiston,CREEK RD,RT 104 LEWISTON RD,RT 104 RIDGE RD,,2-WAY,2005,5800,,,"(43.1697942490768, -79.0234270691872)"
534597,Erie,Buffalo,MICHIGAN AVE,GOODELL ST,VIRGINIA ST,,2-WAY,2010,10422,9988,433,"(42.896059, -78.8643822625656)"
534728,Erie,Buffalo,RICHMOND AVE,W DELAVAN AV,FOREST AV,,2-WAY,1980,16000,,,"(42.9254714231588, -78.8809749484062)"
534210,Erie,Buffalo,DELAVAN AVE (EAST),OLYMPIC AV,RT 62 BAILEY AV,,2-WAY,2003,11800,,,"(42.9226333470378, -78.8150811195374)"
533076,Erie,Buffalo,I-190 @ Hamburg St,,,,RAMP,2014,4627,4363,264,"(42.8743365649965, -78.8593804836273)"
535038,Erie,Amherst,Ivyhurst Rd,Main St,Ivyhurst Cir,,2-WAY,2014,688,,,"(42.965746, -78.799712)"
534586,Erie,"WEST SENECA, ORCHARD PARK",MICHAEL RD,RT 240 ORCHARD PARK RD,RT 277 UNION RD,,2-WAY,2009,4512,4378,133,"(42.8039143410668, -78.7532320618629)"
534645,Erie,Buffalo,NORTH ST,LINWOOD AV,RT 5 MAIN ST,,2-WAY,1998,8400,,,"(42.90224, -78.869991)"
534122,Erie,Elma,BULLIS RD,POUND RD,BOWEN RD,,2-WAY,2019,8715,8274,440,"(42.83925, -78.64798)"
535106,Erie,Cheektowaga,Lynnette Ct,Douglas Dr,Riffel Ter,BETWEEN,2-WAY,2014,551,,,"(42.864646, -78.705068)"
540059,Niagara,Royalton,LEWISTON RD,NIAGARA CO LN,GRISWOLD ST,,2-WAY,2005,2000,,,"(43.1290757865009, -78.4828680753708)"
534915,Erie,Buffalo,WINSPEAR AVE,SUFFOLK ST,EGGERT RD,,2-WAY,2013,5180,4920,259,"(42.9488915310274, -78.805897245369)"
530043,Erie,Sardinia,OLEAN RD,END OLAP RT 39,CR 224 CHAFFEE,BETWEEN,2-WAY,2017,10705,9350,1354,"(42.5581224603781, -78.4777987003326)"
536442,Erie,Lackawanna,RIDGE RD,US 62 SOUTH PARK AV,ABBOTT RD,BETWEEN,2-WAY,1978,14400,,,"(42.826696, -78.818936)"
534904,Erie,Buffalo,WILLIAM ST,RT 62 BAILEY AV,BUFFALO CITY LN,,2-WAY,2005,15400,,,"(42.8847221896827, -78.8068735599518)"
534972,Erie,Lancaster,STONY RD,WALDEN AV,PLEASANT VIEW DR,,2-WAY,2010,2730,,,"(42.925929038417, -78.6424648761749)"
530178,Erie,Orchard Park,SOUTHERN EXPWY,RT 20A BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,2-WAY,2000,37000,,,"(42.7739597071187, -78.7680566310883)"
546119,Niagara,Pendleton,FEIGLE RD,BEAR RIDGE RD,E CANAL RD,,2-WAY,2015,3519,3421,97,"(43.1129476310812, -78.7378469109535)"
534881,Erie,Amherst,WEHRLE DR,RT 277 UNION RD,CAYUGA RD,,2-WAY,2011,13437,12795,641,"(42.949594, -78.749135)"
540917,Niagara,Niagara Falls,LASALLE ARTERIAL,77TH ST,CAYUGA DR,,2-WAY,2015,15620,,,"(43.0791465575905, -78.9685678482056)"
534481,Erie,Eden,JENNINGS RD,EAST CHURCH ST,RT 62 GOWANDA STATE RD,,2-WAY,2007,2400,,,"(42.66107, -78.87125)"
540270,Niagara,Lockport,TRANSIT RD,RT 93 DYSINGER RD,LOCKPORT S CITY LN,,2-WAY,1986,23500,,,"(43.139496722109, -78.6968868970871)"
530261,Erie,Amherst,MILLERSPORT HWY,SYLVAN PKWY,RT 270 CAMPBELL BLVD,BETWEEN,2-WAY,1992,11300,,,"(43.0142317162506, -78.7690745294094)"
534282,Erie,Tonawanda,ELLICOTT CRK RD,COLVIN ARTERIAL (NY 425),TONAWANDA E CITY LN,,2-WAY,1976,5900,,,"(43.011492, -78.854649)"
540352,Niagara,Hartland,RIDGE RD,RT148 QUAKER RD,RT 271 STONE RD,,2-WAY,2000,4200,,,"(43.2435497873037, -78.5264030098915)"
537083,Erie,Alden,PETERS CORNER RD,NORTH RD,NY 33,,2-WAY,2011,700,,,"(42.9387624850447, -78.5118600726128)"
544057,Niagara,Pendleton,EAST CANAL RD,TONAWANDA CREEK RD,FISK/FEIGLE RDS,BETWEEN,2-WAY,2019,3509,3279,229,"(43.1008301195186, -78.734158873558)"
537074,Erie,Tonawanda,KENMORE AVE,RT 325 SHERIDAN DR,VULCAN ST,,2-WAY,2006,6100,,,"(42.9697461445413, -78.9032185077667)"
540919,Niagara,Lockport,WALNUT ST,WASHBURN ST,POUND ST,BETWEEN,2-WAY,1995,7000,,,"(43.1711557587931, -78.6818893253803)"
530401,Erie,Alden,WALDEN AVE,TOWNLINE RD,RT 33 GENESEE ST,BETWEEN,2-WAY,2002,7700,,,"(42.935473, -78.55129)"
530258,Erie,Amherst,SHERIDAN DR,START OLAP RT 62 NF BLVD,END OLAP RT 62 BAILEY AV,BETWEEN,2-WAY,2000,27600,,,"(42.9805218871317, -78.8184285163879)"
540284,Niagara,Wilson,CAMBRIA-WILSN RD,CHESTNUT ST,RT 18 LAKE RD,,2-WAY,1984,2500,,,"(43.2656125733551, -78.8256812095642)"
540045,Niagara,Niagara Falls,MILITARY RD,CAYUGA DR,RT 62 NF BLVD,,2-WAY,2004,7500,,,"(43.0870824174005, -78.9651104807854)"
531012,Erie,Grand Island,E RIVER RD,STONY POINT RD,BASE LINE RD,,2-WAY,1996,1100,,,"(43.0611474867714, -78.9550629258156)"
544119,Niagara,Lockport,LOCUST ST,LOCKPORT S CITY LN,LINCOLN AV,,2-WAY,2003,11600,,,"(43.151415, -78.686166)"
533228,Erie,West Seneca,NY 400 @ Union Rd,,,,RAMP,2013,8777,,,"(42.844215, -78.759919)"
530901,Erie,Grand Island,SOUTH ST PKWY,FERRY RD,BUSH RD,,2-WAY,1989,1600,,,"(42.9739734593111, -78.959105014801)"
540498,Niagara,Wheatfield,WARD RD,RT 62 NF BLVD,NIAGARA RD,,2-WAY,1979,4250,,,"(43.0974458740067, -78.889756500721)"
534137,Erie,Amherst,CAYUGA RD,CALIFORNIA DR,RT 5 MAIN ST,,2-WAY,1976,14100,,,"(42.958901, -78.745565)"
530932,Erie,Cheektowaga,WALDEN AVE,RT 240 HARLEM RD,I-90 NYS THRUWAY,,2-WAY,1976,24800,,,"(42.908066, -78.77429)"
530446,Erie,ELMA/WEST SENECA,TRANSIT RD,BULLIS RD,RT 354 CLINTON ST,BETWEEN,2-WAY,1977,16700,,,"(42.850143, -78.696915)"
544149,Niagara,Niagara Falls,NIAGARA ST,PORTAGE RD,19TH ST,,2-WAY,2003,3800,,,"(43.0886142275312, -79.040335714817)"
534497,Erie,Amherst,KENSINGTON AVE,CHKTG/AMHERST TOWN LN,RT 240 HARLEM RD,,2-WAY,1996,10100,,,"(42.9494342032895, -78.7853991240263)"
534818,Erie,Buffalo,SUMMER ST,LINWOOD AV,RT 5 MAIN ST,,2-WAY,1978,8300,,,"(42.9046551738904, -78.8690364360809)"
530215,Erie,West Seneca,UNION RD,RT 240 ORCHARD PK RD,CAZENOVIA CREEK BRIDGE,BETWEEN,2-WAY,1989,14500,,,"(42.8129817244222, -78.7520223855972)"
536202,Erie,Lancaster,CEMETERY RD,RT 20 BROADWAY,NICHTER RD,,2-WAY,2000,5400,,,"(42.8997236177697, -78.6380821466446)"
544999,Niagara,NIAGARA,PACKARD RD,I-190,PORTER RD,,2-WAY,2002,12300,,,"(43.107443, -78.988104)"
536163,Erie,Clarence,RAPIDS RD,SALT RD,RAPIDS RD,,2-WAY,2016,297,261,35,"(43.069332, -78.597058)"
534219,Erie,Tonawanda,DELAWARE RD,KENMORE N VILL LN,HIGHLAND PKWY,,2-WAY,2014,9987,9857,129,"(42.9736241379062, -78.8659572601318)"
534465,Erie,Elma,JAMISON RD,RT 16 SENECA ST,RT 400 EXPWY,,2-WAY,2013,5821,5576,244,"(42.805137, -78.651689)"
534084,Erie,Cheektowaga,BORDEN RD,W SENECA TOWN LN,FRENCH RD,,2-WAY,1986,8600,,,"(42.8652860452447, -78.7089729309082)"
536276,Erie,Aurora,DARLING RD,LEWIS RD,Wales Tn Ln,,2-WAY,2007,265,,,"(42.702511, -78.582561)"
534003,Erie,"ORCHARD PARK,HAMBURG",ABBOTT RD,WEBSTER CORNERS RD,RT 179 MILESTRIP RD,,2-WAY,2011,12009,11579,429,"(42.7878148874138, -78.7914884090424)"
544144,Niagara,Wheatfield,NASH RD,STEIG RD,ERRICK RD,,2-WAY,2013,2785,2662,122,"(43.1029432196221, -78.8666814565659)"
540135,Niagara,Royalton,ROCHESTER RD,GASPORT RD,RT 271/31E MAIN ST,,2-WAY,1979,7150,,,"(43.1967820798967, -78.5672718286514)"
536498,Erie,Amherst,MAPLE RD,SWEET HOME RD,RT 263 MILLERSPORT HWY,,2-WAY,1988,23300,,,"(42.9911662545428, -78.794846534729)"
534193,Erie,Clarence,COUNTY RD,CONNER RD,HEISE RD,,2-WAY,2000,5300,,,"(43.0326273650754, -78.6580967903137)"
534706,Erie,Lancaster,PLEASANT VW DR,HARRIS HILL RD,STONY RD,,2-WAY,2013,4707,4586,120,"(42.9329283605701, -78.6618196964264)"
534045,Erie,Buffalo,NEW BABCOCK ST,RT 354 CLINTON ST,WILLIAM ST,,2-WAY,1993,3000,,,"(42.8801782026152, -78.8274943828583)"
534977,Erie,Buffalo,ELLICOTT ST,E TUPPER ST,GOODELL ST,,2-WAY,2012,1757,1610,146,"(42.8937934395429, -78.8693851232529)"
530164,Erie,Buffalo,KENSINGTON EXPWY,RT 62 BAILEY AV,SUFFOLK ST,BETWEEN,2-WAY,2008,90021,,,"(42.932964, -78.81198)"
540316,Niagara,Lockport,TRANSIT ST,LINCOLN DR,RT 31 WEST AV,,2-WAY,1998,16400,,,"(43.1590086895977, -78.696868121624)"
530181,Erie,Cheektowaga,HARLEM RD,RT 354 CLINTON ST,WILLIAM ST,BETWEEN,2-WAY,1990,16200,,,"(42.879329, -78.784719)"
544060,Niagara,Lockport,EAST HIGH ST,DAVISON RD,LOCKPORT CITY LN,,2-WAY,2011,3050,,,"(43.1635633899423, -78.6641129851341)"
534105,Erie,Tonawanda,BRIGHTON RD,EGGERT RD,PARKER BLVD,,2-WAY,2015,8905,8704,200,"(42.9910524627585, -78.8383921980858)"
534500,Erie,Amherst,KLEIN RD,N FOREST RD,HOPKINS RD,,2-WAY,1996,10700,,,"(43.0021000735841, -78.7556111812592)"
540003,Niagara,Porter,YOUNGTN-LKPT RD,ROBERT MOSES PKWY (PORTER TL),RT 18 CREEK RD,,2-WAY,1976,1650,,,"(43.2564995058164, -79.017546325922)"
544330,Niagara,Niagara Falls,LINDBERGH AVE,77th St,CAYUGA DR,,2-WAY,2011,1672,1577,94,"(43.082818, -78.964982)"
530946,Erie,Cheektowaga,WALDEN AVE,RT 277 UNION RD,DICK RD,BETWEEN,2-WAY,1976,28100,,,"(42.908513, -78.741492)"
544166,Niagara,Niagara Falls,ONTARIO AVE,RT 104 MAIN ST,LOCKPORT ST,,2-WAY,1993,5300,,,"(43.1086437218075, -79.0494659543037)"
547025,Niagara,Middleport,ORCHARD ST,CHURCH ST,FRANCIS ST,,2-WAY,2016,124,116,7,"(43.209303, -78.479322)"
546049,Niagara,Royalton,DITCH RD,FOOTE RD,BARTEL RD,,2-WAY,2012,768,,,"(43.102708, -78.497754)"
533161,Erie,Buffalo,NY 33 @ Jefferson Ave,,,,RAMP,2010,4540,,,"(42.8974934817991, -78.8531148433685)"
530015,Erie,Grand Island,S GRAND ISLAND BRG,GRAND ISLAND TN LN (18A),GRAND ISLAND BLVD/SOUTH STATE PKWY (N18B),BETWEEN,2-WAY,1987,46700,,,"(43.0045765139296, -78.9474749565125)"
534884,Erie,Amherst,WEHRLE DR,WILLIAMSVILLE VL (GARRISON RD),AMHERST TL (HIRSCHFIELD DR),,2-WAY,1977,11900,,,"(42.956725, -78.734585)"
534543,Erie,Buffalo,LOWER TERRACE,PEARL ST,CHURCH ST,,1-WAY,2007,1800,,,"(42.8822556638356, -78.8790786266327)"
535250,Erie,Lancaster,Eagle Ter,Columbia Ave,Columbia Ave,,2-WAY,2014,87,,,"(42.920516, -78.679941)"
544079,Niagara,Lockport,HIGH ST,STATE ST,RT 78 TRANSIT RD,,2-WAY,2015,3830,3764,65,"(43.1647401613135, -78.6983755230904)"
534497,Erie,Amherst,KENSINGTON AVE,CHKTG/AMHERST TOWN LN,RT 240 HARLEM RD,,2-WAY,2006,9700,,,"(42.9494342032895, -78.7853991240263)"
530215,Erie,West Seneca,UNION RD,RT 240 ORCHARD PK RD,CAZENOVIA CREEK BRIDGE,BETWEEN,2-WAY,1997,15500,,,"(42.8129817244222, -78.7520223855972)"
530196,Erie,Buffalo,SWAN ST,ELLICOTT ST,OAK ST,,2-WAY,2010,6650,,,"(42.881337, -78.872665)"
544150,Niagara,Niagara Falls,NIAGARA ST,19TH ST,24TH ST,,2-WAY,2006,4600,,,"(43.0885045339615, -79.035464823246)"
534730,Erie,Amherst,RIDGE LEA RD,N BAILEY EXT,RT 62 NF BLVD,,2-WAY,2007,12000,,,"(43.00139, -78.81789)"
540921,Niagara,Wheatfield,WILLIAMS RD,LASALLE EXPWY,CAYUGA DR EXT,,2-WAY,1992,11700,,,"(43.085873788254, -78.9406245946884)"
536192,Erie,Grand Island,BASE LINE RD,LONG RD,HUTH RD,,2-WAY,2003,1400,,,"(43.0501251988306, -78.9665374159813)"
530126,Erie,Elma,AURORA EXPWY,JAMISON RD,RT 20/78 TRANSIT RD,BETWEEN,2-WAY,2015,28554,,,"(42.8207495016557, -78.6648395681228)"
534292,Erie,Buffalo,ELMWOOD AVE,SUMMER ST,BRYANT ST,,2-WAY,1986,17000,,,"(42.90629, -78.877176)"
530473,Erie,Tonawanda,DELAWARE AVE,I-290 YOUNGMANN EXPWY,TONAWANDA S CITY LN,BETWEEN,2-WAY,1980,14500,,,"(43.0004150563142, -78.8751277327538)"
534640,Erie,Tonawanda,NIAGARA ST,SEYMOUR ST/RIVER RD,MAIN ST,,2-WAY,1985,4600,,,"(43.0207822286119, -78.879222124815)"
546056,Niagara,Hartland,HARTLAND RD,ROYALTON TN LN,RT 104 RIDGE RD,BETWEEN,2-WAY,1998,2900,,,"(43.229463, -78.576109)"
530085,Erie,Cheektowaga,KENSINGTON EXPWY,I-90,RT 277 UNION RD,BETWEEN,2-WAY,1982,58100,,,"(42.930442, -78.7606)"
530472,Erie,Tonawanda,DELAWARE AVE,YOUNG ST,NIAGARA CO LN,BETWEEN,2-WAY,1984,9900,,,"(43.0214303290336, -78.8754388689995)"
530202,Erie,Elma,SENECA ST(16/78),ELMA/AURORA TN LN,JAMISON RD,BETWEEN,2-WAY,1980,6700,,,"(42.802221, -78.65958)"
530421,Erie,West Seneca,HARLEM RD,MINERAL SPRINGS RD,RT 354 CLINTON ST,BETWEEN,2-WAY,2013,18090,17555,534,"(42.868860018939, -78.7871485948563)"
534766,Erie,Buffalo,W SENECA ST,PEARL ST,WASHINGTON ST,,1-WAY,2017,1788,1718,69,"(42.8807226339372, -78.8765412569046)"
530063,Erie,Holland,OLEAN RD,SAVAGE RD,WARNER HILL RD,BETWEEN,2-WAY,2008,12200,,,"(42.670683, -78.559434)"
531327,Erie,Buffalo,SMITH ST,SENECA ST,FILLMORE AV,,2-WAY,2008,9800,,,"(42.874611, -78.843966)"
530900,Erie,Grand Island,SOUTH ST PKWY,BEAVER ISLAND PARK,FERRY RD,,2-WAY,2013,764,,,"(42.9702603459819, -78.9589601755142)"
534823,Erie,Amherst,SWEET HOME RD,N FRENCH RD,TONAWANDA CREEK RD,BETWEEN,2-WAY,2008,9300,,,"(43.038965, -78.799613)"
533107,Erie,Buffalo,RT 198 - ELMWOOD AVE RAMP,,,,RAMP,2012,2484,,,"(42.935564, -78.879882)"
530045,Erie,East Aurora,OLEAN ST,SOUTH ST,START OLAP RT 20A/78,BETWEEN,2-WAY,1987,6950,,,"(42.761050614724, -78.6080038547516)"
534151,Erie,Buffalo,CHIPPEWA ST (WEST),S ELMWOOD AV,RT 384 DELAWARE AV,,2-WAY,1983,13100,,,"(42.89093, -78.87771)"
546133,Niagara,Niagara Falls,CAYUGA DR,TUSCARORA RD,91ST ST,,2-WAY,1996,6700,,,"(43.0888061908056, -78.9595663547516)"
530327,Erie,Amherst,MILLERSPORT HWY,ACC SUNYAB,CONVENTRY RD,BETWEEN,2-WAY,1997,18900,,,"(42.9975598371609, -78.7772297859192)"
534488,Erie,"TONAWANDA, BUFFALO",KENMORE AVE,VULCAN ST,ONTARIO ST,,2-WAY,1992,6600,,,"(42.9637333976325, -78.8953113555908)"
M4246E,Erie,Lancaster,NYS Thruway,Buffalo/William St (Exit 52A),Buffalo/Cheektowaga/Walden Ave (Exit 52),BETWEEN,EB,2015,63894,,,"(42.8886, -78.767457)"
530932,Erie,Cheektowaga,WALDEN AVE,RT 240 HARLEM RD,I-90 NYS THRUWAY,,2-WAY,2001,29800,,,"(42.908066, -78.77429)"
541201,Niagara,Lockport,SUNSET DR,NIAGARA ST EXT,LEETE RD,BETWEEN,2-WAY,2009,4357,3961,395,"(43.1865488788819, -78.7336948513985)"
540266,Niagara,Lockport,ROCHESTER RD,LOCKPORT E CITY LN,RT 77 CHESTNUT RIDGE RD,,2-WAY,1982,9700,,,"(43.181867, -78.653698)"
534613,Erie,Buffalo,MOSELLE ST,GENESEE ST,E FERRY ST,,2-WAY,2016,5128,4870,257,"(42.9114, -78.82422)"
533411,Erie,Amherst,I-990 @ N French Rd,,,,RAMP,2008,400,,,"(43.0359259884322, -78.7602916359901)"
534625,Erie,Amherst,N FRENCH RD,SWEET HOME RD,RT 270 CAMPBELL BLVD,BETWEEN,2-WAY,1991,9200,,,"(43.034655, -78.785453)"
533130,Erie,Grand Island,I-190 @ West River Pkwy / Long Rd,,,,RAMP,2014,825,,,"(43.046296, -78.988923)"
531124,Erie,Buffalo,TUPPER ST (WEST),PEARL ST,MAIN ST,,2-WAY,2009,13750,,,"(42.8933965020159, -78.8723704218864)"
534281,Erie,Tonawanda,ELLICOTT CRK RD,YOUNG ST,NY 425 NB OFF RAMP,,2-WAY,1983,5000,,,"(43.011903, -78.862174)"
534459,Erie,Buffalo,HURON ST (WEST),PEARL ST,MAIN ST,,2-WAY,1983,3600,,,"(42.8887175557584, -78.873910009861)"
534996,Erie,Amherst,WILLOW RIDGE RD,RT 62 NF BLVD,CHESTNUT RIDGE RD,,2-WAY,2010,8380,8244,135,"(43.0124023899098, -78.8179296255112)"
540018,Niagara,Lewiston,SAUNDERS SETTLEMENT RD,START OLAP RT 429 WARD RD,END RT 429 OLAP,,2-WAY,1992,12200,,,"(43.1432857129623, -78.8876724243164)"
534352,Erie,Buffalo,FRANKLIN ST,ALLEN ST,NORTH ST,,1-WAY,1982,6700,,,"(42.9006863828204, -78.8718903064728)"
537088,Erie,Elma,WEST BLOOD RD,MAPLE ST,RT GIRDLE RD,,2-WAY,1998,1900,,,"(42.792086, -78.617501)"
534116,Erie,Buffalo,BRYANT ST,RT 384 DELAWARE AV,RT 5 MAIN ST,BETWEEN,2-WAY,2015,2884,2828,55,"(42.9088594560204, -78.8700556755066)"
544101,Niagara,Niagara Falls,LOCKPORT RD,RT 61 HYDE PARK BLVD,NORMAN ST,,2-WAY,2010,5218,4715,502,"(43.1163310196872, -79.0227752923965)"
540079,Niagara,Pendleton,CAMPBELL BLVD,NIAGARA CO LN,BEAR RIDGE RD,,2-WAY,1988,6600,,,"(43.0891411456905, -78.7722596526146)"
540034,Niagara,Niagara Falls,BUFFALO AVE,RT 265 MILITARY RD,BUFFALO AV,,2-WAY,1979,4950,,,"(43.0781121362781, -78.9597997069359)"
546119,Niagara,Pendleton,FEIGLE RD,BEAR RIDGE RD,E CANAL RD,,2-WAY,1985,1200,,,"(43.1129476310812, -78.7378469109535)"
530119,Erie,Buffalo,MAIN ST,RT 198 SCAJAQUADA EXP,JEWETT PKWY,BETWEEN,2-WAY,2008,15100,,,"(42.9327830404182, -78.8460552692413)"
534280,Erie,Buffalo,ELK ST,RT 62 BAILEY AV,RT 16 SENECA ST,,1-WAY,2011,3217,3014,202,"(42.864413, -78.823436)"
534758,Erie,Sardinia,S PROTECTION RD,RT 16 OLEAN RD,DUTCHTOWN RD,,2-WAY,2017,665,600,64,"(42.5982793139456, -78.4949541091919)"
537033,Erie,Hamburg,BIG TREE RD,BAYVIEW RD,RT 62 SOUTH PARK AV,,2-WAY,2000,5800,,,"(42.771971, -78.830183)"
544199,Niagara,Lewiston,RANSOMVILLE RD,RT 104 RIDGE RD,MOORE RD,,2-WAY,2009,2121,1869,251,"(43.2092872126603, -78.9153501391411)"
540569,Niagara,Lewiston,NIAGARA THRUWAY,WITMER RD,RT 104/RT 265,,2-WAY,1988,17800,,,"(43.137101, -79.021289)"
540901,Niagara,Lewiston,ROBT MOSES PKWY,RT 104 RIDGE RD,PLETCHER RD,,2-WAY,2002,7800,,,"(43.1924410499571, -79.0268334746361)"
534573,Erie,Hamburg,MCKINLEY PKWY,CLARK ST,QUINBY DR,,2-WAY,2014,10933,,,"(42.735989, -78.81267)"
540010,Niagara,Lewiston,HYDE PARK BLVD,NIAGARA FALLS CITY LN,RT 104 LEWISTON RD,,2-WAY,1976,6900,,,"(43.1347121985915, -79.0412865579128)"
534334,Erie,Buffalo,FILLMORE AVE,E UTICA ST,E FERRY ST,,2-WAY,2012,8895,8595,299,"(42.9126627090661, -78.8390707969666)"
534025,Erie,Buffalo,AMHERST ST,COLVIN AV,PARKSIDE AV,BETWEEN,2-WAY,2015,15009,14575,433,"(42.941317, -78.853886)"
534150,Erie,Buffalo,CAZENOVIA ST,N LEGION DR,RT 16 SENECA ST,,2-WAY,2002,7100,,,"(42.8522858878387, -78.8079786300659)"
