,5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
10421,17/03/2016 4:25,13,1,100
10422,17/03/2016 4:30,21,1,100
10423,17/03/2016 4:35,29,1,100
10424,17/03/2016 4:40,38,1,100
10425,17/03/2016 4:45,44,1,100
10426,17/03/2016 4:50,37,1,100
10427,17/03/2016 4:55,41,1,100
10428,17/03/2016 5:00,38,1,100
10429,17/03/2016 5:05,61,1,100
10430,17/03/2016 5:10,68,1,100
10431,17/03/2016 5:15,68,1,100
10432,17/03/2016 5:20,62,1,100
10433,17/03/2016 5:25,69,1,100
10434,17/03/2016 5:30,83,1,100
10435,17/03/2016 5:35,86,1,100
10436,17/03/2016 5:40,100,1,100
10437,17/03/2016 5:45,104,1,100
10438,17/03/2016 5:50,100,1,100
10439,17/03/2016 5:55,107,1,100
10440,17/03/2016 6:00,105,1,100
10441,17/03/2016 6:05,97,1,100
10442,17/03/2016 6:10,110,1,100
10443,17/03/2016 6:15,122,1,100
10444,17/03/2016 6:20,134,1,100
10445,17/03/2016 6:25,158,1,100
10446,17/03/2016 6:30,126,1,100
10447,17/03/2016 6:35,157,1,100
10448,17/03/2016 6:40,167,1,100
10449,17/03/2016 6:45,151,1,100
10450,17/03/2016 6:50,164,1,100
10451,17/03/2016 6:55,136,1,100
10452,17/03/2016 7:00,160,1,100
10453,17/03/2016 7:05,132,1,100
10454,17/03/2016 7:10,125,1,100
10455,17/03/2016 7:15,121,1,100
10456,17/03/2016 7:20,119,1,100
10457,17/03/2016 7:25,106,1,100
10458,17/03/2016 7:30,92,1,100
10459,17/03/2016 7:35,93,1,100
10460,17/03/2016 7:40,83,1,100
10461,17/03/2016 7:45,73,1,100
10462,17/03/2016 7:50,61,1,100
10463,17/03/2016 7:55,84,1,100
10464,17/03/2016 8:00,85,1,100
10465,17/03/2016 8:05,63,1,100
10466,17/03/2016 8:10,71,1,100
10467,17/03/2016 8:15,77,1,100
10468,17/03/2016 8:20,80,1,100
10469,17/03/2016 8:25,88,1,100
10470,17/03/2016 8:30,84,1,100
10471,17/03/2016 8:35,68,1,100
10472,17/03/2016 8:40,84,1,100
10473,17/03/2016 8:45,73,1,100
10474,17/03/2016 8:50,77,1,100
10475,17/03/2016 8:55,61,1,100
10476,17/03/2016 9:00,89,1,100
10477,17/03/2016 9:05,90,1,100
10478,17/03/2016 9:10,95,1,100
10479,17/03/2016 9:15,83,1,100
10480,17/03/2016 9:20,96,1,100
10481,17/03/2016 9:25,116,1,100
10482,17/03/2016 9:30,114,1,100
10483,17/03/2016 9:35,118,1,100
10484,17/03/2016 9:40,111,1,100
10485,17/03/2016 9:45,123,1,100
10486,17/03/2016 9:50,97,1,100
10487,17/03/2016 9:55,113,1,100
10488,17/03/2016 10:00,97,1,100
10489,17/03/2016 10:05,95,1,100
10490,17/03/2016 10:10,104,1,100
10491,17/03/2016 10:15,107,1,100
10492,17/03/2016 10:20,104,1,100
10493,17/03/2016 10:25,105,1,100
10494,17/03/2016 10:30,116,1,100
10495,17/03/2016 10:35,112,1,100
10496,17/03/2016 10:40,103,1,100
10497,17/03/2016 10:45,105,1,100
10498,17/03/2016 10:50,116,1,100
10499,17/03/2016 10:55,99,1,100
10500,17/03/2016 11:00,101,1,100
10501,17/03/2016 11:05,104,1,100
10502,17/03/2016 11:10,108,1,100
10503,17/03/2016 11:15,107,1,100
10504,17/03/2016 11:20,95,1,100
10505,17/03/2016 11:25,108,1,100
10506,17/03/2016 11:30,97,1,100
10507,17/03/2016 11:35,97,1,100
10508,17/03/2016 11:40,117,1,100
10509,17/03/2016 11:45,113,1,100
10510,17/03/2016 11:50,110,1,100
10511,17/03/2016 11:55,93,1,100
10512,17/03/2016 12:00,90,1,100
10513,17/03/2016 12:05,94,1,100
10514,17/03/2016 12:10,95,1,100
10515,17/03/2016 12:15,112,1,100
10516,17/03/2016 12:20,88,1,100
10517,17/03/2016 12:25,129,1,100
10518,17/03/2016 12:30,85,1,100
10519,17/03/2016 12:35,118,1,100
10520,17/03/2016 12:40,90,1,100
10521,17/03/2016 12:45,98,1,100
10522,17/03/2016 12:50,98,1,100
10523,17/03/2016 12:55,101,1,100
10524,17/03/2016 13:00,95,1,100
10525,17/03/2016 13:05,105,1,100
10526,17/03/2016 13:10,83,1,100
10527,17/03/2016 13:15,83,1,100
10528,17/03/2016 13:20,70,1,100
10529,17/03/2016 13:25,89,1,100
10530,17/03/2016 13:30,99,1,100
10531,17/03/2016 13:35,80,1,100
10532,17/03/2016 13:40,97,1,100
10533,17/03/2016 13:45,102,1,100
10534,17/03/2016 13:50,107,1,100
10535,17/03/2016 13:55,94,1,100
10536,17/03/2016 14:00,98,1,100
10537,17/03/2016 14:05,100,1,100
10538,17/03/2016 14:10,102,1,100
10539,17/03/2016 14:15,105,1,100
10540,17/03/2016 14:20,112,1,100
10541,17/03/2016 14:25,102,1,100
10542,17/03/2016 14:30,93,1,100
10543,17/03/2016 14:35,106,1,100
10544,17/03/2016 14:40,111,1,100
10545,17/03/2016 14:45,111,1,100
10546,17/03/2016 14:50,110,1,100
10547,17/03/2016 14:55,109,1,100
10548,17/03/2016 15:00,92,1,100
10549,17/03/2016 15:05,108,1,100
10550,17/03/2016 15:10,100,1,100
10551,17/03/2016 15:15,86,1,100
10552,17/03/2016 15:20,95,1,100
10553,17/03/2016 15:25,87,1,100
10554,17/03/2016 15:30,96,1,100
10555,17/03/2016 15:35,109,1,100
10556,17/03/2016 15:40,93,1,100
10557,17/03/2016 15:45,92,1,100
10558,17/03/2016 15:50,98,1,100
10559,17/03/2016 15:55,106,1,100
10560,17/03/2016 16:00,95,1,100
10561,17/03/2016 16:05,98,1,100
10562,17/03/2016 16:10,94,1,100
10563,17/03/2016 16:15,92,1,100
10564,17/03/2016 16:20,93,1,100
10565,17/03/2016 16:25,94,1,100
10566,17/03/2016 16:30,96,1,100
10567,17/03/2016 16:35,69,1,100
10568,17/03/2016 16:40,73,1,100
10569,17/03/2016 16:45,95,1,100
10570,17/03/2016 16:50,92,1,100
10571,17/03/2016 16:55,89,1,100
10572,17/03/2016 17:00,76,1,100
10573,17/03/2016 17:05,89,1,100
10574,17/03/2016 17:10,104,1,100
10575,17/03/2016 17:15,102,1,100
10576,17/03/2016 17:20,86,1,100
10577,17/03/2016 17:25,83,1,100
10578,17/03/2016 17:30,83,1,100
10579,17/03/2016 17:35,81,1,100
10580,17/03/2016 17:40,86,1,100
10581,17/03/2016 17:45,91,1,100
10582,17/03/2016 17:50,84,1,100
10583,17/03/2016 17:55,77,1,100
10584,17/03/2016 18:00,65,1,100
10585,17/03/2016 18:05,66,1,100
10586,17/03/2016 18:10,66,1,100
10587,17/03/2016 18:15,70,1,100
10588,17/03/2016 18:20,58,1,100
10589,17/03/2016 18:25,65,1,100
10590,17/03/2016 18:30,67,1,100
10591,17/03/2016 18:35,47,1,100
10592,17/03/2016 18:40,91,1,100
10593,17/03/2016 18:45,80,1,100
10594,17/03/2016 18:50,73,1,100
10595,17/03/2016 18:55,72,1,100
10596,17/03/2016 19:00,73,1,100
10597,17/03/2016 19:05,74,1,100
10598,17/03/2016 19:10,80,1,100
10599,17/03/2016 19:15,71,1,100
10600,17/03/2016 19:20,60,1,100
10601,17/03/2016 19:25,78,1,100
10602,17/03/2016 19:30,72,1,100
10603,17/03/2016 19:35,90,1,100
10604,17/03/2016 19:40,71,1,100
10605,17/03/2016 19:45,87,1,100
10606,17/03/2016 19:50,63,1,100
10607,17/03/2016 19:55,77,1,100
10608,17/03/2016 20:00,76,1,100
10609,17/03/2016 20:05,83,1,100
10610,17/03/2016 20:10,48,1,100
10611,17/03/2016 20:15,70,1,100
10612,17/03/2016 20:20,63,1,100
10613,17/03/2016 20:25,71,1,100
10614,17/03/2016 20:30,70,1,100
10615,17/03/2016 20:35,68,1,100
10616,17/03/2016 20:40,71,1,100
10617,17/03/2016 20:45,75,1,100
10618,17/03/2016 20:50,62,1,100
10619,17/03/2016 20:55,53,1,100
10620,17/03/2016 21:00,65,1,100
10621,17/03/2016 21:05,47,1,100
10622,17/03/2016 21:10,54,1,100
10623,17/03/2016 21:15,57,1,100
10624,17/03/2016 21:20,48,1,100
10625,17/03/2016 21:25,62,1,100
10626,17/03/2016 21:30,38,1,100
10627,17/03/2016 21:35,46,1,100
10628,17/03/2016 21:40,58,1,100
10629,17/03/2016 21:45,55,1,100
10630,17/03/2016 21:50,55,1,100
10631,17/03/2016 21:55,44,1,100
10632,17/03/2016 22:00,45,1,100
10633,17/03/2016 22:05,37,1,100
10634,17/03/2016 22:10,40,1,100
10635,17/03/2016 22:15,47,1,100
10636,17/03/2016 22:20,37,1,100
10637,17/03/2016 22:25,37,1,100
10638,17/03/2016 22:30,40,1,100
10639,17/03/2016 22:35,47,1,100
10640,17/03/2016 22:40,34,1,100
10641,17/03/2016 22:45,35,1,100
10642,17/03/2016 22:50,32,1,100
10643,17/03/2016 22:55,34,1,100
10644,17/03/2016 23:00,28,1,100
10645,17/03/2016 23:05,30,1,100
10646,17/03/2016 23:10,23,1,100
10647,17/03/2016 23:15,20,1,100
10648,17/03/2016 23:20,16,1,100
10649,17/03/2016 23:25,22,1,100
10650,17/03/2016 23:30,22,1,100
10651,17/03/2016 23:35,24,1,100
10652,17/03/2016 23:40,19,1,100
10653,17/03/2016 23:45,23,1,100
10654,17/03/2016 23:50,23,1,100
10655,17/03/2016 23:55,16,1,100
10656,18/03/2016 0:00,18,1,100
10657,18/03/2016 0:05,16,1,100
10658,18/03/2016 0:10,16,1,100
10659,18/03/2016 0:15,18,1,100
10660,18/03/2016 0:20,14,1,100
10661,18/03/2016 0:25,14,1,100
10662,18/03/2016 0:30,10,1,100
10663,18/03/2016 0:35,11,1,100
10664,18/03/2016 0:40,4,1,100
10665,18/03/2016 0:45,3,1,100
10666,18/03/2016 0:50,16,1,100
10667,18/03/2016 0:55,8,1,100
10668,18/03/2016 1:00,14,1,100
10669,18/03/2016 1:05,8,1,100
10670,18/03/2016 1:10,8,1,100
10671,18/03/2016 1:15,5,1,100
10672,18/03/2016 1:20,10,1,100
10673,18/03/2016 1:25,9,1,100
10674,18/03/2016 1:30,7,1,100
10675,18/03/2016 1:35,6,1,100
10676,18/03/2016 1:40,5,1,100
10677,18/03/2016 1:45,5,1,100
10678,18/03/2016 1:50,5,1,100
10679,18/03/2016 1:55,11,1,100
10680,18/03/2016 2:00,9,1,100
10681,18/03/2016 2:05,8,1,100
10682,18/03/2016 2:10,4,1,100
10683,18/03/2016 2:15,8,1,100
10684,18/03/2016 2:20,6,1,100
10685,18/03/2016 2:25,4,1,100
10686,18/03/2016 2:30,4,1,100
10687,18/03/2016 2:35,4,1,100
10688,18/03/2016 2:40,8,1,100
10689,18/03/2016 2:45,4,1,100
10690,18/03/2016 2:50,1,1,100
10691,18/03/2016 2:55,11,1,100
10692,18/03/2016 3:00,5,1,100
10693,18/03/2016 3:05,3,1,100
10694,18/03/2016 3:10,5,1,100
10695,18/03/2016 3:15,7,1,100
10696,18/03/2016 3:20,5,1,100
10697,18/03/2016 3:25,8,1,100
10698,18/03/2016 3:30,8,1,100
10699,18/03/2016 3:35,5,1,100
10700,18/03/2016 3:40,6,1,100
10701,18/03/2016 3:45,9,1,100
10702,18/03/2016 3:50,13,1,100
10703,18/03/2016 3:55,11,1,100
10704,18/03/2016 4:00,9,1,100
10705,18/03/2016 4:05,14,1,100
10706,18/03/2016 4:10,11,1,100
10707,18/03/2016 4:15,12,1,100
10708,18/03/2016 4:20,22,1,100
10709,18/03/2016 4:25,13,1,100
10710,18/03/2016 4:30,16,1,100
10711,18/03/2016 4:35,30,1,100
10712,18/03/2016 4:40,33,1,100
10713,18/03/2016 4:45,28,1,100
10714,18/03/2016 4:50,38,1,100
10715,18/03/2016 4:55,37,1,100
10716,18/03/2016 5:00,49,1,100
10717,18/03/2016 5:05,55,1,100
10718,18/03/2016 5:10,41,1,100
10719,18/03/2016 5:15,45,1,100
10720,18/03/2016 5:20,53,1,100
10721,18/03/2016 5:25,58,1,100
10722,18/03/2016 5:30,60,1,100
10723,18/03/2016 5:35,77,1,100
10724,18/03/2016 5:40,76,1,100
10725,18/03/2016 5:45,81,1,100
10726,18/03/2016 5:50,98,1,100
10727,18/03/2016 5:55,87,1,100
10728,18/03/2016 6:00,97,1,100
10729,18/03/2016 6:05,75,1,100
10730,18/03/2016 6:10,97,1,100
10731,18/03/2016 6:15,106,1,100
10732,18/03/2016 6:20,112,1,100
10733,18/03/2016 6:25,117,1,100
10734,18/03/2016 6:30,118,1,100
10735,18/03/2016 6:35,140,1,100
10736,18/03/2016 6:40,127,1,100
10737,18/03/2016 6:45,150,1,100
10738,18/03/2016 6:50,153,1,100
10739,18/03/2016 6:55,147,1,100
10740,18/03/2016 7:00,152,1,100
10741,18/03/2016 7:05,141,1,100
10742,18/03/2016 7:10,143,1,100
10743,18/03/2016 7:15,124,1,100
10744,18/03/2016 7:20,117,1,100
10745,18/03/2016 7:25,121,1,100
10746,18/03/2016 7:30,102,1,100
10747,18/03/2016 7:35,94,1,100
10748,18/03/2016 7:40,94,1,100
10749,18/03/2016 7:45,87,1,100
10750,18/03/2016 7:50,93,1,100
10751,18/03/2016 7:55,95,1,100
10752,18/03/2016 8:00,115,1,100
10753,18/03/2016 8:05,91,1,100
10754,18/03/2016 8:10,86,1,100
10755,18/03/2016 8:15,97,1,100
10756,18/03/2016 8:20,77,1,100
10757,18/03/2016 8:25,91,1,100
10758,18/03/2016 8:30,91,1,100
10759,18/03/2016 8:35,99,1,100
10760,18/03/2016 8:40,93,1,100
10761,18/03/2016 8:45,102,1,100
10762,18/03/2016 8:50,95,1,100
10763,18/03/2016 8:55,101,1,100
10764,18/03/2016 9:00,88,1,100
10765,18/03/2016 9:05,94,1,100
10766,18/03/2016 9:10,92,1,100
10767,18/03/2016 9:15,111,1,100
10768,18/03/2016 9:20,112,1,100
10769,18/03/2016 9:25,94,1,100
10770,18/03/2016 9:30,119,1,100
10771,18/03/2016 9:35,124,1,100
10772,18/03/2016 9:40,130,1,100
10773,18/03/2016 9:45,130,1,100
10774,18/03/2016 9:50,135,1,100
10775,18/03/2016 9:55,96,1,100
10776,18/03/2016 10:00,93,1,100
10777,18/03/2016 10:05,104,1,100
10778,18/03/2016 10:10,98,1,100
10779,18/03/2016 10:15,115,1,100
10780,18/03/2016 10:20,130,1,100
10781,18/03/2016 10:25,123,1,100
10782,18/03/2016 10:30,115,1,100
10783,18/03/2016 10:35,117,1,100
10784,18/03/2016 10:40,122,1,100
10785,18/03/2016 10:45,95,1,100
10786,18/03/2016 10:50,124,1,100
10787,18/03/2016 10:55,115,1,100
10788,18/03/2016 11:00,94,1,100
10789,18/03/2016 11:05,104,1,100
10790,18/03/2016 11:10,132,1,100
10791,18/03/2016 11:15,114,1,100
10792,18/03/2016 11:20,95,1,100
10793,18/03/2016 11:25,108,1,100
10794,18/03/2016 11:30,92,1,100
10795,18/03/2016 11:35,102,1,100
10796,18/03/2016 11:40,109,1,100
10797,18/03/2016 11:45,115,1,100
10798,18/03/2016 11:50,110,1,100
10799,18/03/2016 11:55,95,1,100
10800,18/03/2016 12:00,108,1,100
10801,18/03/2016 12:05,90,1,100
10802,18/03/2016 12:10,104,1,100
10803,18/03/2016 12:15,102,1,100
10804,18/03/2016 12:20,108,1,100
10805,18/03/2016 12:25,96,1,100
10806,18/03/2016 12:30,114,1,100
10807,18/03/2016 12:35,99,1,100
10808,18/03/2016 12:40,99,1,100
10809,18/03/2016 12:45,100,1,100
10810,18/03/2016 12:50,87,1,100
10811,18/03/2016 12:55,82,1,100
10812,18/03/2016 13:00,86,1,100
10813,18/03/2016 13:05,99,1,100
10814,18/03/2016 13:10,93,1,100
10815,18/03/2016 13:15,95,1,100
10816,18/03/2016 13:20,97,1,100
10817,18/03/2016 13:25,111,1,100
10818,18/03/2016 13:30,101,1,100
10819,18/03/2016 13:35,112,1,100
10820,18/03/2016 13:40,111,1,100
10821,18/03/2016 13:45,124,1,100
10822,18/03/2016 13:50,130,1,100
10823,18/03/2016 13:55,107,1,100
10824,18/03/2016 14:00,92,1,100
10825,18/03/2016 14:05,104,1,100
10826,18/03/2016 14:10,107,1,100
10827,18/03/2016 14:15,110,1,100
10828,18/03/2016 14:20,98,1,100
10829,18/03/2016 14:25,103,1,100
10830,18/03/2016 14:30,100,1,100
10831,18/03/2016 14:35,105,1,100
10832,18/03/2016 14:40,107,1,100
10833,18/03/2016 14:45,116,1,100
10834,18/03/2016 14:50,111,1,100
10835,18/03/2016 14:55,100,1,100
10836,18/03/2016 15:00,90,1,100
10837,18/03/2016 15:05,87,1,100
10838,18/03/2016 15:10,92,1,100
10839,18/03/2016 15:15,95,1,100
10840,18/03/2016 15:20,103,1,100
10841,18/03/2016 15:25,91,1,100
10842,18/03/2016 15:30,101,1,100
10843,18/03/2016 15:35,98,1,100
10844,18/03/2016 15:40,95,1,100
10845,18/03/2016 15:45,106,1,100
10846,18/03/2016 15:50,99,1,100
10847,18/03/2016 15:55,91,1,100
10848,18/03/2016 16:00,86,1,100
10849,18/03/2016 16:05,91,1,100
10850,18/03/2016 16:10,84,1,100
10851,18/03/2016 16:15,82,1,100
10852,18/03/2016 16:20,98,1,100
10853,18/03/2016 16:25,91,1,100
10854,18/03/2016 16:30,79,1,100
10855,18/03/2016 16:35,77,1,100
10856,18/03/2016 16:40,86,1,100
10857,18/03/2016 16:45,91,1,100
10858,18/03/2016 16:50,91,1,100
10859,18/03/2016 16:55,93,1,100
10860,18/03/2016 17:00,90,1,100
10861,18/03/2016 17:05,90,1,100
10862,18/03/2016 17:10,99,1,100
10863,18/03/2016 17:15,93,1,100
10864,18/03/2016 17:20,102,1,100
10865,18/03/2016 17:25,95,1,100
10866,18/03/2016 17:30,76,1,100
10867,18/03/2016 17:35,83,1,100
10868,18/03/2016 17:40,80,1,100
10869,18/03/2016 17:45,96,1,100
10870,18/03/2016 17:50,75,1,100
10871,18/03/2016 17:55,70,1,100
10872,18/03/2016 18:00,84,1,100
10873,18/03/2016 18:05,79,1,100
10874,18/03/2016 18:10,85,1,100
10875,18/03/2016 18:15,85,1,100
10876,18/03/2016 18:20,103,1,100
10877,18/03/2016 18:25,98,1,100
10878,18/03/2016 18:30,76,1,100
10879,18/03/2016 18:35,81,1,100
10880,18/03/2016 18:40,77,1,100
10881,18/03/2016 18:45,72,1,100
10882,18/03/2016 18:50,79,1,100
10883,18/03/2016 18:55,84,1,100
10884,18/03/2016 19:00,77,1,100
10885,18/03/2016 19:05,86,1,100
10886,18/03/2016 19:10,82,1,100
10887,18/03/2016 19:15,79,1,100
10888,18/03/2016 19:20,92,1,100
10889,18/03/2016 19:25,92,1,100
10890,18/03/2016 19:30,92,1,100
10891,18/03/2016 19:35,101,1,100
10892,18/03/2016 19:40,76,1,100
10893,18/03/2016 19:45,82,1,100
10894,18/03/2016 19:50,70,1,100
10895,18/03/2016 19:55,98,1,100
10896,18/03/2016 20:00,100,1,100
10897,18/03/2016 20:05,92,1,100
10898,18/03/2016 20:10,70,1,100
10899,18/03/2016 20:15,81,1,100
10900,18/03/2016 20:20,77,1,100
10901,18/03/2016 20:25,76,1,100
10902,18/03/2016 20:30,70,1,100
10903,18/03/2016 20:35,93,1,100
10904,18/03/2016 20:40,77,1,100
10905,18/03/2016 20:45,68,1,100
10906,18/03/2016 20:50,71,1,100
10907,18/03/2016 20:55,59,1,100
10908,18/03/2016 21:00,54,1,100
10909,18/03/2016 21:05,38,1,100
10910,18/03/2016 21:10,69,1,100
10911,18/03/2016 21:15,68,1,100
10912,18/03/2016 21:20,61,1,100
10913,18/03/2016 21:25,73,1,100
10914,18/03/2016 21:30,69,1,100
10915,18/03/2016 21:35,73,1,100
10916,18/03/2016 21:40,62,1,100
10917,18/03/2016 21:45,49,1,100
10918,18/03/2016 21:50,69,1,100
10919,18/03/2016 21:55,50,1,100
10920,18/03/2016 22:00,56,1,100
10921,18/03/2016 22:05,44,1,100
10922,18/03/2016 22:10,48,1,100
10923,18/03/2016 22:15,51,1,100
10924,18/03/2016 22:20,48,1,100
10925,18/03/2016 22:25,43,1,100
10926,18/03/2016 22:30,39,1,100
10927,18/03/2016 22:35,44,1,100
10928,18/03/2016 22:40,33,1,100
10929,18/03/2016 22:45,23,1,100
10930,18/03/2016 22:50,39,1,100
10931,18/03/2016 22:55,32,1,100
10932,18/03/2016 23:00,32,1,100
10933,18/03/2016 23:05,35,1,100
10934,18/03/2016 23:10,33,1,100
10935,18/03/2016 23:15,26,1,100
10936,18/03/2016 23:20,37,1,100
10937,18/03/2016 23:25,35,1,100
10938,18/03/2016 23:30,26,1,100
10939,18/03/2016 23:35,19,1,100
10940,18/03/2016 23:40,26,1,100
10941,18/03/2016 23:45,25,1,100
10942,18/03/2016 23:50,30,1,100
10943,18/03/2016 23:55,22,1,100
10944,21/03/2016 0:00,22,1,100
10945,21/03/2016 0:05,19,1,100
10946,21/03/2016 0:10,10,1,100
10947,21/03/2016 0:15,18,1,100
10948,21/03/2016 0:20,15,1,100
10949,21/03/2016 0:25,16,1,100
10950,21/03/2016 0:30,23,1,100
10951,21/03/2016 0:35,17,1,100
10952,21/03/2016 0:40,12,1,100
10953,21/03/2016 0:45,10,1,100
10954,21/03/2016 0:50,10,1,100
10955,21/03/2016 0:55,7,1,100
10956,21/03/2016 1:00,14,1,100
10957,21/03/2016 1:05,7,1,100
10958,21/03/2016 1:10,12,1,100
10959,21/03/2016 1:15,10,1,100
10960,21/03/2016 1:20,7,1,100
10961,21/03/2016 1:25,17,1,100
10962,21/03/2016 1:30,5,1,100
10963,21/03/2016 1:35,7,1,100
10964,21/03/2016 1:40,11,1,100
10965,21/03/2016 1:45,10,1,100
10966,21/03/2016 1:50,7,1,100
10967,21/03/2016 1:55,7,1,100
10968,21/03/2016 2:00,7,1,100
10969,21/03/2016 2:05,10,1,100
10970,21/03/2016 2:10,6,1,100
10971,21/03/2016 2:15,4,1,100
10972,21/03/2016 2:20,2,1,100
10973,21/03/2016 2:25,9,1,100
10974,21/03/2016 2:30,9,1,100
10975,21/03/2016 2:35,7,1,100
10976,21/03/2016 2:40,11,1,100
10977,21/03/2016 2:45,4,1,100
10978,21/03/2016 2:50,13,1,100
10979,21/03/2016 2:55,6,1,100
10980,21/03/2016 3:00,9,1,100
10981,21/03/2016 3:05,8,1,100
10982,21/03/2016 3:10,7,1,100
10983,21/03/2016 3:15,7,1,100
10984,21/03/2016 3:20,7,1,100
10985,21/03/2016 3:25,7,1,100
10986,21/03/2016 3:30,17,1,100
10987,21/03/2016 3:35,9,1,100
10988,21/03/2016 3:40,11,1,100
10989,21/03/2016 3:45,10,1,100
10990,21/03/2016 3:50,12,1,100
10991,21/03/2016 3:55,6,1,100
10992,21/03/2016 4:00,7,1,100
10993,21/03/2016 4:05,15,1,100
10994,21/03/2016 4:10,20,1,100
10995,21/03/2016 4:15,15,1,100
10996,21/03/2016 4:20,18,1,100
10997,21/03/2016 4:25,19,1,100
10998,21/03/2016 4:30,24,1,100
10999,21/03/2016 4:35,27,1,100
11000,21/03/2016 4:40,32,1,100
11001,21/03/2016 4:45,45,1,100
11002,21/03/2016 4:50,59,1,100
11003,21/03/2016 4:55,43,1,100
11004,21/03/2016 5:00,58,1,100
11005,21/03/2016 5:05,63,1,100
11006,21/03/2016 5:10,74,1,100
11007,21/03/2016 5:15,67,1,100
11008,21/03/2016 5:20,64,1,100
11009,21/03/2016 5:25,76,1,100
11010,21/03/2016 5:30,99,1,100
11011,21/03/2016 5:35,93,1,100
11012,21/03/2016 5:40,76,1,100
11013,21/03/2016 5:45,133,1,100
11014,21/03/2016 5:50,113,1,100
11015,21/03/2016 5:55,99,1,100
11016,21/03/2016 6:00,113,1,100
11017,21/03/2016 6:05,99,1,100
11018,21/03/2016 6:10,114,1,100
11019,21/03/2016 6:15,148,1,100
11020,21/03/2016 6:20,148,1,100
11021,21/03/2016 6:25,137,1,100
11022,21/03/2016 6:30,150,1,100
11023,21/03/2016 6:35,158,1,100
11024,21/03/2016 6:40,162,1,100
11025,21/03/2016 6:45,168,1,100
11026,21/03/2016 6:50,156,1,100
11027,21/03/2016 6:55,149,1,100
11028,21/03/2016 7:00,171,1,100
11029,21/03/2016 7:05,141,1,100
11030,21/03/2016 7:10,130,1,100
11031,21/03/2016 7:15,106,1,100
11032,21/03/2016 7:20,119,1,100
11033,21/03/2016 7:25,112,1,100
11034,21/03/2016 7:30,88,1,100
11035,21/03/2016 7:35,93,1,100
11036,21/03/2016 7:40,79,1,100
11037,21/03/2016 7:45,80,1,100
11038,21/03/2016 7:50,77,1,100
11039,21/03/2016 7:55,88,1,100
11040,21/03/2016 8:00,85,1,100
11041,21/03/2016 8:05,74,1,100
11042,21/03/2016 8:10,80,1,100
11043,21/03/2016 8:15,87,1,100
11044,21/03/2016 8:20,90,1,100
11045,21/03/2016 8:25,88,1,100
11046,21/03/2016 8:30,88,1,100
11047,21/03/2016 8:35,78,1,100
11048,21/03/2016 8:40,83,1,100
11049,21/03/2016 8:45,84,1,100
11050,21/03/2016 8:50,72,1,100
11051,21/03/2016 8:55,65,1,100
11052,21/03/2016 9:00,70,1,100
11053,21/03/2016 9:05,89,1,100
11054,21/03/2016 9:10,86,1,100
11055,21/03/2016 9:15,107,1,100
11056,21/03/2016 9:20,102,1,100
11057,21/03/2016 9:25,112,1,100
11058,21/03/2016 9:30,107,1,100
11059,21/03/2016 9:35,131,1,100
11060,21/03/2016 9:40,104,1,100
11061,21/03/2016 9:45,98,1,100
11062,21/03/2016 9:50,97,1,100
11063,21/03/2016 9:55,101,1,100
11064,21/03/2016 10:00,112,1,100
11065,21/03/2016 10:05,90,1,100
11066,21/03/2016 10:10,109,1,100
11067,21/03/2016 10:15,103,1,100
11068,21/03/2016 10:20,116,1,100
11069,21/03/2016 10:25,118,1,100
11070,21/03/2016 10:30,90,1,100
11071,21/03/2016 10:35,99,1,100
11072,21/03/2016 10:40,88,1,100
11073,21/03/2016 10:45,105,1,100
11074,21/03/2016 10:50,102,1,100
11075,21/03/2016 10:55,93,1,100
11076,21/03/2016 11:00,95,1,100
11077,21/03/2016 11:05,92,1,100
11078,21/03/2016 11:10,115,1,100
11079,21/03/2016 11:15,107,1,100
11080,21/03/2016 11:20,88,1,100
11081,21/03/2016 11:25,102,1,100
11082,21/03/2016 11:30,118,1,100
11083,21/03/2016 11:35,92,1,100
11084,21/03/2016 11:40,122,1,100
11085,21/03/2016 11:45,115,1,100
11086,21/03/2016 11:50,104,1,100
11087,21/03/2016 11:55,66,1,100
11088,21/03/2016 12:00,84,1,100
11089,21/03/2016 12:05,95,1,100
11090,21/03/2016 12:10,92,1,100
11091,21/03/2016 12:15,100,1,100
11092,21/03/2016 12:20,106,1,100
11093,21/03/2016 12:25,105,1,100
11094,21/03/2016 12:30,95,1,100
11095,21/03/2016 12:35,87,1,100
11096,21/03/2016 12:40,96,1,100
11097,21/03/2016 12:45,113,1,100
11098,21/03/2016 12:50,105,1,100
11099,21/03/2016 12:55,107,1,100
11100,21/03/2016 13:00,92,1,100
11101,21/03/2016 13:05,96,1,100
11102,21/03/2016 13:10,90,1,100
11103,21/03/2016 13:15,110,1,100
11104,21/03/2016 13:20,98,1,100
11105,21/03/2016 13:25,90,1,100
11106,21/03/2016 13:30,103,1,100
11107,21/03/2016 13:35,112,1,100
11108,21/03/2016 13:40,88,1,100
11109,21/03/2016 13:45,104,1,100
11110,21/03/2016 13:50,92,1,100
11111,21/03/2016 13:55,84,1,100
11112,21/03/2016 14:00,80,1,100
11113,21/03/2016 14:05,97,1,100
11114,21/03/2016 14:10,86,1,100
11115,21/03/2016 14:15,122,1,100
11116,21/03/2016 14:20,88,1,100
11117,21/03/2016 14:25,93,1,100
